fc2f176764c70fc9fc346a45c860dcfc246c574e,72642820,2
fc2f176764c70fc9fc346a45c860dcfc246c574e,74283745,2
fc2f176764c70fc9fc346a45c860dcfc246c574e,73868036,2
fc2f176764c70fc9fc346a45c860dcfc246c574e,74864493,2
fc2f176764c70fc9fc346a45c860dcfc246c574e,75206289,2
2e0ccedfa1b59d3213e473628b4976aa4987d93f,75083609,2
2e0ccedfa1b59d3213e473628b4976aa4987d93f,76291797,2
2e0ccedfa1b59d3213e473628b4976aa4987d93f,76547351,2
2e0ccedfa1b59d3213e473628b4976aa4987d93f,76356311,2
2e0ccedfa1b59d3213e473628b4976aa4987d93f,76519274,2
30ea5da70276b1b48e7a38ee6097bf0c9c9adfad,75154471,2
30ea5da70276b1b48e7a38ee6097bf0c9c9adfad,77563644,2
30ea5da70276b1b48e7a38ee6097bf0c9c9adfad,77298691,2
30ea5da70276b1b48e7a38ee6097bf0c9c9adfad,76970872,2
30ea5da70276b1b48e7a38ee6097bf0c9c9adfad,77740097,2
66a73380279be20b195768eb3497f25464150f17,76454394,2
66a73380279be20b195768eb3497f25464150f17,76285754,2
66a73380279be20b195768eb3497f25464150f17,78381269,2
66a73380279be20b195768eb3497f25464150f17,81267003,2
66a73380279be20b195768eb3497f25464150f17,78340009,2
ccaa0e3d56056d9f7a88032957730483a279071c,77495346,2
ccaa0e3d56056d9f7a88032957730483a279071c,79196026,2
ccaa0e3d56056d9f7a88032957730483a279071c,78012313,2
ccaa0e3d56056d9f7a88032957730483a279071c,78983441,2
ccaa0e3d56056d9f7a88032957730483a279071c,77491745,2
